issue_year,issue_no,crop_group,level,kind,pest_name,target_crops,source_file
2023,10,식량작물,주의보,해충,열대거세미나방,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,식량작물,주의보,해충,멸강나방,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,식량작물,주의보,해충,멸구류,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,식량작물,주의보,해충,혹명나방,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,식량작물,예보,해충,먹노린재,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,주의보,해충,담배나방,고추,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,주의보,해충,파밤나방,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,주의보,병,역병‧탄저병‧바이러스,고추,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,주의보,병,고랭지무,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,주의보,병,배추무름병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,주의보,병,뿌리혹병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,예보,해충,진딧물류,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,예보,해충,총채벌레,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,예보,해충,응애류,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,채소,예보,해충,가루이류,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,병,과수화상병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,병,과수가지검은마름병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,병,탄저병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,병,사과갈색무늬병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,병,노균병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,해충,갈색날개매미충,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,해충,미국선녀벌레,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,주의보,해충,꽃매미,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,병,점무늬낙엽병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,병,포도새눈무늬병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,병,갈색무늬병,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,해충,복숭아심식나방,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,해충,복숭아순나방,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,해충,응애류,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,10,과수,예보,해충,노린재류,,10호_2023 농작물 병해충 발생정보(제10호).pdf
2023,11,식량작물,주의보,병,이삭도열병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,주의보,병,잎집무늬마름병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,주의보,병,흰잎마름병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,주의보,병,세균벼알마름병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,주의보,해충,혹명나방,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,주의보,해충,흰등멸구,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,주의보,해충,열대거세미나방,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,예보,해충,먹노린재,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,식량작물,예보,해충,벼멸구,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,주의보,병,역병‧탄저병‧바이러스,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,주의보,병,고랭지무,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,주의보,병,배추무름병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,주의보,병,뿌리혹병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,주의보,해충,고추담배나방,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,예보,해충,총채벌레,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,예보,해충,응애류,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,예보,해충,가루이류,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,채소,예보,해충,진딧물류,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,병,과수화상병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,병,과수가지검은마름병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,병,사과탄저병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,병,사과갈색무늬병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,병,노균병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,병,점무늬낙엽병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,해충,복숭아심식나방,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,해충,복숭아순나방,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,해충,갈색날개매미충,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,해충,미국선녀벌레,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,주의보,해충,꽃매미,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,예보,병,포도새눈무늬병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,예보,병,새눈무늬병,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,예보,해충,응애류,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,11,과수,예보,해충,노린재류,,11호_2023 농작물 병해충 발생정보(제11호).pdf
2023,12,식량작물,주의보,병,이삭도열병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,병,세균벼알마름병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,병,잎집무늬마름병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,병,흰잎마름병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,병,깨씨무늬병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,해충,벼멸구,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,해충,흰등멸구,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,해충,혹명나방,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,주의보,해충,먹노린재,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,예보,해충,열대거세미나방,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,식량작물,예보,해충,멸강나방,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,주의보,병,역병‧탄저병‧바이러스,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,주의보,병,고랭지무,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,주의보,병,배추무름병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,주의보,병,뿌리혹병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,주의보,해충,고추담배나방,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,예보,해충,총채벌레,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,예보,해충,응애류,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,예보,해충,가루이류,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,채소,예보,해충,진딧물류,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,병,과수화상병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,병,과수가지검은마름병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,병,사과탄저병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,병,사과갈색무늬병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,병,점무늬낙엽병,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,해충,복숭아심식나방,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,해충,복숭아순나방,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,주의보,해충,돌발해충(갈색날개매미충,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,예보,해충,응애류,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,12,과수,예보,해충,노린재류,,12호_2023 농작물 병해충 발생정보(제12호).pdf
2023,13,식량작물,예보,병,붉은곰팡이병,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,식량작물,예보,병,깜부기병,종자소독,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,식량작물,예보,해충,열대거세미나방,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,주의보,병,배추뿌리혹병,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,주의보,병,노균병,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,주의보,병,바이러스,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,병,시설채소토마토반점위조바이러스,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,병,토마토황화잎말림병,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,병,쥬키니황화모자이크바이러스,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,파밤나방,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,담배거세미나방,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,목화바둑명나방,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,총채벌레,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,응애,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,진딧물,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,채소,예보,해충,작은뿌리파리,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,예보,병,과수화상병,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,예보,병,과수가지검은마름병,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,예보,해충,노린재류,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,예보,해충,주경배나무이,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,주의보,해충,미국선녀벌레,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,주의보,해충,갈색날개매미충,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,13,과수,주의보,해충,꽃매미,,13호_2023 농작물 병해충 발생정보(제13호).pdf
2023,14,시설채소,예보,병,흰가루병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,병,잿빛곰팡이병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,병,노균병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,병,딸기꽃곰팡이병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,병,토마토반점위조,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,해충,총채벌레류,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,해충,가루이류,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,해충,진딧물류,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,해충,응애류,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,시설채소,예보,해충,작은뿌리파리,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,노지채소,주의보,미분류,배추뿌리혹병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,노지채소,주의보,미분류,무름병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,노지채소,주의보,미분류,(예보)당근검은잎마름병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,화훼,예보,병,국화줄기괴저바이러스,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,과수,예보,병,과수화상병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,14,과수,예보,병,과수가지검은마름병,,14호_2023 농작물 병해충 발생정보(제14호).pdf
2023,15,시설채소,예보,병,잿빛곰팡이병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,병,균핵병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,병,흰가루병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,병,노균병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,병,딸기꽃곰팡이병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,병,딸기세균모무늬병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,바이러스,토마토반점위조바이러스,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,바이러스,토마토황화잎말림병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,바이러스,쥬키니황화모자이크바이러스,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,해충,총채벌레류,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,해충,가루이류,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,해충,진딧물류,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,해충,응애류,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,시설채소,예보,해충,작은뿌리파리,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,과수,예보,병,과수화상병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,15,과수,예보,병,과수가지검은마름병,,15호_2023 농작물 병해충 발생정보(제15호).pdf
2023,1,시설채소,예보,병,잿빛곰팡이병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,균핵병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,흰가루병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,노균병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,딸기꽃곰팡이병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,딸기세균모무늬병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,토마토반점위조바이러스,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,토마토황화잎말림병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,병,쥬키니황화모자이크바이러스,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,해충,총채벌레류,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,해충,가루이류,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,해충,진딧물류,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,해충,응애류,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,시설채소,예보,해충,작은뿌리파리,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,과수,예보,병,과수화상병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,1,과수,예보,병,과수가지검은마름병,,1호_2023 농작물 병해충 발생정보(제1호).pdf
2023,2,채소,예보,병,잿빛곰팡이병,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,병,균핵병,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,병,흰가루병,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,병,딸기꽃곰팡이병,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,병,딸기세균,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,해충,총채벌레류,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,해충,가루이류,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,해충,진딧물,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,해충,응애류,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,해충,작은뿌리파리,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,해충,고자리파리,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,바이러스,토마토반점위조바이러스,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,바이러스,토마토황화잎말림바이러스,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,채소,예보,바이러스,쥬키니황화모자이크바이러스,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,과수,예보,병,과수화상병,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,과수,예보,병,과수가지검은마름병,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,2,과수,예보,해충,주경배나무이,,2호_2023 농작물 병해충 발생정보(제2호).pdf
2023,3,채소,주의보,미분류,노균병,양파,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,주의보,미분류,흑색썩음균핵병,"마늘,양파",3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,병,모잘록병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,병,잿빛곰팡이병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,병,흰가루병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,병,노균병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,병,역병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,병,흑색썩음균핵병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,해충,총채벌레류,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,해충,가루이류,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,해충,진딧물,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,해충,응애류,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,해충,작은뿌리파리,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,바이러스,토마토반점위조바이러스,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,바이러스,토마토황화잎말림바이러스,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,채소,예보,바이러스,쥬키니황화모자이크바이러스,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,과수,예보,병,과수화상병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,과수,예보,병,과수가지검은마름병,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,3,과수,예보,해충,주경배나무이,,3호_2023 농작물 병해충 발생정보(제3호).pdf
2023,4,식량작물,예보,미분류,종자전염성병,"키다리병,도열병,깨씨무늬병",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,식량작물,예보,미분류,모잘록병,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,식량작물,예보,미분류,뜸모,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,식량작물,주의보,미분류,맥류붉은곰팡이병,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,주의보,미분류,노균병,양파,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,병,잎마름병,"마늘,양파",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,병,"흑색썩음균핵병(마늘,양파)잿빛곰팡이병",,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,해충,고자리파리,"마늘,양파",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,해충,뿌리응애,"마늘,양파",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,해충,총채벌레류,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,해충,가루이류,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,해충,진딧물,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,해충,응애류,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,채소,예보,바이러스,토마토반점위조바이러스,"토마토,고추,파프리카등",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,병,붉은별무늬병,"사과,배",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,병,검은별무늬병,"사과,배,매실,복숭아등",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,병,참다래궤양병,,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,병,과수화상병,"사과,배",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,해충,나무좀류,"사과,복숭아",4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,해충,사과응애,사과,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,4,과수,예보,해충,복숭아씨살이좀벌,매실,4호_2023 농작물 병해충 발생정보(제4호).pdf
2023,5,식량작물,주의보,병,맥류붉은곰팡이병,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,식량작물,주의보,해충,열대거세미나방,옥수수,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,식량작물,예보,병,모마름병,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,식량작물,예보,병,뜸모,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,식량작물,예보,해충,애멸구,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,식량작물,예보,해충,멸강나방,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,주의보,병,잎마름병,"마늘,양파",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,주의보,병,노균병,양파,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,주의보,병,흑색썩음균핵병,"마늘,양파",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,주의보,해충,고자리파리,"마늘,양파",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,주의보,해충,뿌리응애,"마늘,양파",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,병,역병,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,병,탄저병,고추,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,병,흰가루병,"딸기,오이,메론등",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,병,잿빛곰팡이병,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,해충,총채벌레류,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,해충,가루이류,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,해충,진딧물,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,해충,응애류,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,채소,예보,바이러스,토마토반점위조바이러스,"토마토,고추,파프리카등",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,주의보,병,과수화상병,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,주의보,해충,갈색날개매미충,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,주의보,해충,미국선녀벌레,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,주의보,해충,꽃매미,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,병,참다래궤양병,Psa3,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,병,붉은별무늬병,"사과,배",5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,병,검은별무늬병,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,해충,나무좀,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,해충,진딧물류,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,해충,가루깍지벌레,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,해충,복숭아씨살이좀벌,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,5,과수,예보,해충,복숭아순나방,,5호_2023년 농작물 병해충 발생정보(제5호).pdf
2023,6,식량작물,주의보,미분류,열대거세미나방,옥수수,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,식량작물,예보,미분류,멸강나방,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,식량작물,예보,미분류,애멸구,벼줄무늬잎마름병,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,식량작물,예보,미분류,조명나방,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,식량작물,예보,미분류,벼물바구미,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,병,역병,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,병,탄저병,고추,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,병,덩굴마름병,"참외,수박",6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,병,흰가루병,오이등,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,해충,총채벌레류,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,해충,가루이류,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,해충,진딧물류,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,해충,응애류,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,채소,예보,바이러스,토마토반점위조바이러스,"토마토,고추,파프리카등",6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,경보,병,과수화상병,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,주의보,병,과수가지검은마름병,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,병,세균성구멍병‧잿빛무늬병,복숭아,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,병,탄저병,"사과,복숭아,포도",6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,병,참다래궤양병,,6호_2023 농작물 병해충 발생정보(제6호).pdf
